1,0.0003797526650070041,9336923,9336923
1,0.00030016990000960924,9336923,9336923
1,0.0003446565496470049,9336923,9336923
1,0.00035509656420438005,9336923,9336923
1,0.0003703377573044531,9336923,9336923
1,0.0004237616115584358,9336923,9336923
1,0.00039357810011141753,9336923,9336923
1,0.0003547110145879722,9336923,9336923
1,0.0003845687793560092,9336923,9336923
1,0.00043090545253323596,9336923,9336923
1,0.0004086045250875949,9336923,9336923
1,0.00036933232821856647,9336923,9336923
1,0.00031229558440128033,9336923,9336923
1,0.0002980784268712109,9336923,9336923
1,0.00038329662783811823,9336923,9336923
1,0.0003669732201164548,9336923,9336923
1,0.00036140842949963233,9336923,9336923
1,0.0003436743453253749,9336923,9336923
1,0.00038064631908494954,9336923,9336923
1,0.0004462514496496022,9336923,9336923
1,0.0003904103122238811,9338535,9338535
1,0.0006536608923637421,9338535,9338535
1,0.0007853922701455399,9338535,9338535
1,0.0007900369958456025,9338535,9338535
1,0.0006084388253825398,9338535,9338535
1,0.0006536147852504809,9338535,9338535
1,0.0007366641195593219,9338535,9338535
1,0.0006939815299116266,9338535,9338535
1,0.000711006197032589,9338535,9338535
1,0.0007136185392724399,9338535,9338535
1,0.0005748239468021122,9338535,9338535
1,0.0007526122194634054,9338535,9338535
1,0.0007964373142153465,9338535,9338535
1,0.0006812175502573454,9338535,9338535
1,0.0007623578802915199,9338535,9338535
1,0.0007442683744758478,9338535,9338535
1,0.0008135620935747743,9338535,9338535
1,0.0008290718516302719,9338535,9338535
1,0.0006310139453298601,9338535,9338535
1,0.0008880672551078969,9338535,9338535
1,0.0003346522167090423,anpage,anpage
1,0.0003849074044843275,anpage,anpage
1,0.00037879859307800507,anpage,anpage
1,0.0003425542026808275,anpage,anpage
1,0.00036844658948058476,anpage,anpage
1,0.00037207018716289576,anpage,anpage
1,0.00036539907700178725,anpage,anpage
1,0.0003544717373610637,anpage,anpage
1,0.0003428219065064007,anpage,anpage
1,0.00034109335489333694,anpage,anpage
1,0.00037984043016284674,anpage,anpage
1,0.00041969810629142036,anpage,anpage
1,0.00039802132171592417,anpage,anpage
1,0.0003954507647974933,anpage,anpage
1,0.00039254980911612177,anpage,anpage
1,0.0003933035059125795,anpage,anpage
1,0.0004167320593658287,anpage,anpage
1,0.00040533460781304364,anpage,anpage
1,0.0003422193052036333,anpage,anpage
1,0.00039286955277868536,anpage,anpage
1,0.00031900942683020484,asamma,asamma
1,0.0002704077502699197,asamma,asamma
1,0.00029761561255419426,asamma,asamma
1,0.00032055047120361016,asamma,asamma
1,0.0003066422508341666,asamma,asamma
1,0.00031486889429424846,asamma,asamma
