0,0.0002782277775908143,s263,s70
0,0.00022318471916560058,s584,s70
0,0.0002638799186534472,s43,s70
0,0.00021691871227159335,s584,s70
0,0,unknown,s70
0,0.00028845962233756904,s416,s70
1,0.00017896322293271501,s70,s70
0,0.00025462037680754355,s250,s70
0,0.00028116371061876996,s90,s70
0,0.00021381743318851603,s414,s495
0,0.0002818328982474243,s347,s495
0,0.0002364417732239662,s187,s495
0,0.0002441928646910198,s512,s495
0,0.00022343806278851488,s512,s495
0,0.00019471693776590198,s568,s495
0,0.00021790706912031224,s558,s495
0,0.00018202949143539187,s530,s495
0,0.0002414253322711693,s570,s495
0,0,unknown,s104
0,0.00022388211558442415,s77,s104
0,0.00019668022127284637,s471,s104
0,0.00019514546707793552,s531,s104
0,0,unknown,s104
0,0,unknown,s104
0,0.00029926700280178623,s546,s104
0,0.00030862343341998155,s579,s104
0,0.0003045706489714375,s546,s104
0,0.0002494193278773388,s262,s101
0,0.0002938451664705271,s73,s101
0,0.0002943781982364153,s558,s101
0,0.00027877045778954967,s73,s101
0,0.00027574046759869296,s312,s101
0,0.0002746835439340125,s73,s101
0,0.000301586617274077,s73,s101
0,0.0003088837906737655,s73,s101
0,0.00028526709263458703,s73,s101
0,0.00027249167955352904,s11,s583
0,0.0002042615438525839,s489,s583
0,0.0002986523064778331,s463,s583
0,0.0002637369930242457,s601,s583
0,0,unknown,s558
1,0.00023003915068144887,s558,s558
0,0,unknown,s558
0,0.00021638750613153833,s38,s558
0,0,unknown,s558
0,0.00020577805407101228,s19,s558
0,0.0002507676415430422,s170,s558
0,0,unknown,s558
0,0.00022831809433614987,s325,s100
0,0.0003384989283653821,s284,s100
0,0.00028724356201820906,s69,s100
0,0.0003521846211052429,s69,s100
0,0,unknown,s100
0,0.0003054688823901357,s250,s100
0,0.000309625382255052,s546,s100
0,0.00021518499358304103,s475,s100
0,0,unknown,s167
0,0.00019214133993431564,s564,s167
0,0.00023942600618457956,s44,s167
0,0,unknown,s167
0,0.0002498004568754961,s364,s167
0,0.0002984167373909485,s419,s167
0,0,unknown,s167
0,0.00024928543668362624,s579,s167
0,0,unknown,s167
0,0.0002607576698656628,s304,s549
0,0.00022724631076900147,s231,s549
0,0.0002180909946850656,s558,s549
0,0.0002883130725264995,s297,s549
0,0.00019271217850878576,s531,s549
0,0.00023122185471543844,s178,s549
0,0.00025517642054281956,s579,s549
0,0.0002818490046022028,s436,s549
0,0.00030736858176138513,s73,s343
0,0,unknown,s343
0,0.0002517496079229104,s187,s343
