1,0.000000,s70,s70,True
1,0.000000,s70,s70,True
1,0.000000,s70,s70,True
1,0.000000,s70,s70,True
1,0.000000,s70,s70,True
1,0.000000,s70,s70,True
1,0.000000,s70,s70,True
1,0.000000,s70,s70,True
1,0.000000,s70,s70,True
0,0.000000,s495,s418,False
0,0.000000,s495,s418,False
1,0.000000,s495,s495,True
0,0.000000,s495,s584,False
0,0.000000,s495,s418,False
0,0.000000,s495,s418,False
0,0.000000,s495,s418,False
0,0.000000,s495,s551,False
0,0.000000,s495,s418,False
0,0.000000,s104,s419,False
0,0.000000,s104,s306,False
0,0.000000,s104,s34,False
0,0.000000,s104,s306,False
0,0.000000,s104,s306,False
0,0.000000,s104,s306,False
0,0.000000,s104,s240,False
0,0.000000,s104,s240,False
0,0.000000,s104,s240,False
0,0.000000,s101,s77,False
0,0.000000,s101,s77,False
0,0.000000,s101,s77,False
0,0.000000,s101,s77,False
0,0.000000,s101,s13,False
0,0.000000,s101,s77,False
0,0.000000,s101,s77,False
0,0.000000,s101,s77,False
0,0.000000,s101,s13,False
0,0.000000,s583,s240,False
0,0.000000,s583,s34,False
0,0.000000,s583,s471,False
0,0.000000,s583,s29,False
1,0.000000,s558,s558,True
1,0.000000,s558,s558,True
1,0.000000,s558,s558,True
1,0.000000,s558,s558,True
1,0.000000,s558,s558,True
1,0.000000,s558,s558,True
1,0.000000,s558,s558,True
1,0.000000,s558,s558,True
1,0.000000,s100,s100,True
1,0.000000,s100,s100,True
1,0.000000,s100,s100,True
0,0.000000,s100,s172,False
0,0.000000,s100,s466,False
1,0.000000,s100,s100,True
1,0.000000,s100,s100,True
1,0.000000,s100,s100,True
0,0.000000,s167,s262,False
0,0.000000,s167,s568,False
0,0.000000,s167,s288,False
0,0.000000,s167,s262,False
0,0.000000,s167,s288,False
0,0.000000,s167,s288,False
0,0.000000,s167,s568,False
0,0.000000,s167,s288,False
0,0.000000,s167,s288,False
0,0.000000,s549,s172,False
0,0.000000,s549,s172,False
0,0.000000,s549,s172,False
0,0.000000,s549,s172,False
0,0.000000,s549,s172,False
0,0.000000,s549,s172,False
0,0.000000,s549,s137,False
0,0.000000,s549,s172,False
0,0.000000,s343,s481,False
0,0.000000,s343,s398,False
0,0.000000,s343,s591,False
0,0.000000,s343,s591,False
0,0.000000,s343,s481,False
0,0.000000,s343,s224,False
0,0.000000,s343,s152,False
0,0.000000,s343,s97,False
0,0.000000,s591,s489,False
0,0.000000,s591,s489,False
0,0.000000,s591,s240,False
0,0.000000,s591,s380,False
0,0.000000,s591,s489,False
0,0.000000,s591,s489,False
0,0.000000,s591,s489,False
0,0.000000,s591,s489,False
0,0.000000,s591,s489,False
0,0.000000,s116,s298,False
0,0.000000,s116,s34,False
1,0.000000,s116,s116,True
0,0.000000,s307,s50,False
0,0.000000,s307,s50,False
0,0.000000,s307,s50,False
0,0.000000,s307,s50,False
0,0.000000,s307,s50,False
0,0.000000,s307,s29,False
0,0.000000,s307,s50,False
0,0.000000,s307,s50,False
1,0.000000,s271,s271,True
0,0.000000,s271,s189,False
0,0.000000,s271,s189,False
0,0.000000,s323,s149,False
0,0.000000,s323,s181,False
0,0.000000,s323,s149,False
0,0.000000,s323,s149,False
0,0.000000,s323,s149,False
0,0.000000,s323,s449,False
0,0.000000,s323,s149,False
0,0.000000,s323,s149,False
0,0.000000,s323,s149,False
0,0.000000,s320,s548,False
0,0.000000,s320,s605,False
0,0.000000,s320,s146,False
0,0.000000,s320,s548,False
0,0.000000,s320,s139,False
0,0.000000,s320,s139,False
0,0.000000,s431,s470,False
0,0.000000,s431,s262,False
0,0.000000,s431,s213,False
0,0.000000,s431,s213,False
0,0.000000,s431,s39,False
0,0.000000,s431,s213,False
0,0.000000,s431,s213,False
0,0.000000,s431,s213,False
0,0.000000,s431,s276,False
0,0.000000,s149,s172,False
1,0.000000,s149,s149,True
0,0.000000,s149,s172,False
0,0.000000,s149,s172,False
0,0.000000,s149,s172,False
0,0.000000,s149,s172,False
0,0.000000,s149,s240,False
0,0.000000,s149,s529,False
0,0.000000,s149,s34,False
0,0.000000,s45,s19,False
0,0.000000,s45,s19,False
0,0.000000,s45,s181,False
0,0.000000,s45,s537,False
0,0.000000,s45,s181,False
0,0.000000,s45,s190,False
0,0.000000,s45,s181,False
0,0.000000,s45,s190,False
0,0.000000,s45,s181,False
1,0.000000,s548,s548,True
1,0.000000,s548,s548,True
1,0.000000,s548,s548,True
1,0.000000,s548,s548,True
1,0.000000,s548,s548,True
1,0.000000,s548,s548,True
1,0.000000,s548,s548,True
1,0.000000,s548,s548,True
1,0.000000,s476,s476,True
0,0.000000,s476,s465,False
0,0.000000,s476,s449,False
0,0.000000,s476,s449,False
0,0.000000,s476,s380,False
0,0.000000,s476,s455,False
0,0.000000,s476,s376,False
0,0.000000,s476,s419,False
0,0.000000,s525,s35,False
0,0.000000,s525,s399,False
0,0.000000,s525,s399,False
0,0.000000,s525,s421,False
0,0.000000,s525,s39,False
0,0.000000,s525,s118,False
0,0.000000,s525,s399,False
0,0.000000,s525,s421,False
0,0.000000,s571,s420,False
0,0.000000,s571,s473,False
0,0.000000,s571,s566,False
0,0.000000,s571,s100,False
0,0.000000,s571,s100,False
0,0.000000,s571,s420,False
0,0.000000,s571,s473,False
0,0.000000,s571,s420,False
0,0.000000,s571,s473,False
0,0.000000,s155,s77,False
0,0.000000,s155,s77,False
0,0.000000,s287,s84,False
0,0.000000,s287,s473,False
0,0.000000,s287,s218,False
0,0.000000,s287,s84,False
0,0.000000,s287,s84,False
0,0.000000,s422,s137,False
0,0.000000,s347,s473,False
0,0.000000,s347,s369,False
0,0.000000,s347,s463,False
0,0.000000,s347,s246,False
0,0.000000,s347,s463,False
0,0.000000,s347,s473,False
0,0.000000,s347,s463,False
0,0.000000,s347,s529,False
0,0.000000,s347,s473,False
0,0.000000,s23,s110,False
0,0.000000,s23,s529,False
0,0.000000,s23,s110,False
0,0.000000,s5,s34,False
0,0.000000,s5,s34,False
0,0.000000,s5,s34,False
0,0.000000,s5,s34,False
0,0.000000,s5,s34,False
0,0.000000,s5,s34,False
0,0.000000,s203,s32,False
0,0.000000,s203,s70,False
0,0.000000,s203,s39,False
0,0.000000,s203,s363,False
0,0.000000,s203,s192,False
0,0.000000,s203,s369,False
0,0.000000,s203,s363,False
